protein1 protein2 neighborhood fusion cooccurence coexpression experimental database textmining combined_score
9606.ENSP00000199814 9606.ENSP00000460348 0 0 0 81 960 900 546 998
9606.ENSP00000199814 9606.ENSP00000227524 0 0 0 156 969 900 534 998
9606.ENSP00000199814 9606.ENSP00000357928 0 0 0 65 958 900 835 999
9606.ENSP00000199814 9606.ENSP00000269349 0 0 0 167 955 900 146 996
9606.ENSP00000199814 9606.ENSP00000424417 0 0 0 151 958 900 827 999
9606.ENSP00000199814 9606.ENSP00000297151 0 0 0 61 944 900 830 998
9606.ENSP00000199814 9606.ENSP00000254193 0 0 0 67 960 900 382 997
9606.ENSP00000199814 9606.ENSP00000317123 0 0 0 81 957 900 669 998
9606.ENSP00000199814 9606.ENSP00000387006 0 0 0 137 944 900 610 997
9606.ENSP00000199814 9606.ENSP00000262415 0 0 0 66 945 900 729 998
9606.ENSP00000199814 9606.ENSP00000156471 0 0 0 100 983 900 297 998
9606.ENSP00000199814 9606.ENSP00000272348 0 0 0 61 967 900 129 997
9606.ENSP00000199814 9606.ENSP00000362803 0 0 0 63 960 900 448 997
9606.ENSP00000199814 9606.ENSP00000236273 0 0 0 110 984 900 746 999
9606.ENSP00000199814 9606.ENSP00000463058 0 0 0 67 960 900 144 996
9606.ENSP00000199814 9606.ENSP00000342374 0 0 0 84 960 900 133 996
9606.ENSP00000199814 9606.ENSP00000266735 0 0 0 80 963 900 130 996
9606.ENSP00000199814 9606.ENSP00000400591 0 0 0 78 966 900 325 997
9606.ENSP00000199814 9606.ENSP00000300413 0 0 0 76 960 900 115 996
9606.ENSP00000199814 9606.ENSP00000351137 0 0 0 71 958 900 780 999
9606.ENSP00000199814 9606.ENSP00000263694 0 0 0 79 959 900 0 995
9606.ENSP00000199814 9606.ENSP00000366557 0 0 0 67 957 900 807 999
9606.ENSP00000199814 9606.ENSP00000246071 0 0 0 70 945 900 74 994
9606.ENSP00000199814 9606.ENSP00000261531 0 0 0 130 958 900 673 998
9606.ENSP00000199814 9606.ENSP00000386023 0 0 0 114 960 900 802 999
9606.ENSP00000199814 9606.ENSP00000301740 0 0 0 64 943 900 513 997
9606.ENSP00000200135 9606.ENSP00000257700 0 0 0 146 903 900 907 999
9606.ENSP00000200181 9606.ENSP00000323856 0 0 0 107 970 900 741 999
9606.ENSP00000202816 9606.ENSP00000254803 0 0 0 885 950 0 436 996
9606.ENSP00000203001 9606.ENSP00000374399 0 0 0 646 996 900 964 999
9606.ENSP00000203407 9606.ENSP00000362060 0 0 0 148 964 0 349 978
9606.ENSP00000203407 9606.ENSP00000317159 0 0 0 942 948 900 823 999
9606.ENSP00000203407 9606.ENSP00000430494 0 0 0 481 997 900 767 999
9606.ENSP00000203407 9606.ENSP00000327268 0 0 0 582 902 0 506 978
9606.ENSP00000203407 9606.ENSP00000467262 0 0 0 733 916 900 720 999
9606.ENSP00000203407 9606.ENSP00000306397 0 0 0 828 999 900 786 999
9606.ENSP00000203407 9606.ENSP00000332887 0 0 0 320 999 900 743 999
9606.ENSP00000203407 9606.ENSP00000330737 0 0 0 262 963 0 305 980
9606.ENSP00000203407 9606.ENSP00000309565 0 0 0 225 989 900 724 999
9606.ENSP00000203407 9606.ENSP00000354554 0 0 0 55 944 900 690 998
9606.ENSP00000203407 9606.ENSP00000268379 0 0 191 988 999 900 360 999
9606.ENSP00000203407 9606.ENSP00000367939 0 0 0 543 999 900 697 999
9606.ENSP00000204517 9606.ENSP00000307208 0 0 0 0 936 0 146 943
9606.ENSP00000204549 9606.ENSP00000403310 0 0 0 0 933 900 0 993
9606.ENSP00000205402 9606.ENSP00000227868 76 1 377 571 963 900 903 999
9606.ENSP00000205402 9606.ENSP00000280346 76 513 359 610 919 900 921 999
9606.ENSP00000205402 9606.ENSP00000359151 76 0 242 205 915 900 608 997
9606.ENSP00000205402 9606.ENSP00000222673 81 0 222 157 912 900 835 998
9606.ENSP00000206474 9606.ENSP00000359230 0 0 0 61 929 900 340 995
9606.ENSP00000206474 9606.ENSP00000243706 0 0 0 62 929 900 284 994
9606.ENSP00000206474 9606.ENSP00000253669 0 0 0 0 929 900 714 997
9606.ENSP00000206474 9606.ENSP00000439056 0 0 0 82 929 900 715 997
9606.ENSP00000206474 9606.ENSP00000260372 0 0 0 62 929 900 708 997
9606.ENSP00000206474 9606.ENSP00000282058 0 0 0 64 929 900 422 995
9606.ENSP00000206474 9606.ENSP00000369871 0 0 0 62 929 900 818 998
9606.ENSP00000206542 9606.ENSP00000272424 0 0 0 189 953 900 936 999
9606.ENSP00000206542 9606.ENSP00000377700 0 0 0 63 976 0 0 976
9606.ENSP00000206542 9606.ENSP00000361186 192 897 0 257 954 900 963 999
9606.ENSP00000209728 9606.ENSP00000264156 52 0 0 717 934 900 871 999
9606.ENSP00000209728 9606.ENSP00000297431 0 0 0 423 970 900 869 999
9606.ENSP00000209728 9606.ENSP00000234296 0 0 0 441 998 900 736 999
9606.ENSP00000209728 9606.ENSP00000274026 0 0 0 906 920 900 876 999
9606.ENSP00000209728 9606.ENSP00000307288 52 0 0 874 998 900 954 999
9606.ENSP00000209728 9606.ENSP00000219097 0 0 0 725 912 900 894 999
9606.ENSP00000209728 9606.ENSP00000360623 0 0 0 941 998 900 311 999
9606.ENSP00000209728 9606.ENSP00000266970 0 0 0 446 947 900 901 999
9606.ENSP00000209728 9606.ENSP00000265056 52 0 0 829 947 900 949 999
9606.ENSP00000209728 9606.ENSP00000257789 0 0 0 335 958 900 868 999
9606.ENSP00000209728 9606.ENSP00000480987 52 0 0 893 970 900 894 999
9606.ENSP00000210060 9606.ENSP00000336702 157 0 0 61 946 900 919 999
9606.ENSP00000210060 9606.ENSP00000295822 157 0 0 61 943 900 809 998
9606.ENSP00000210313 9606.ENSP00000391211 0 0 0 98 943 900 150 995
9606.ENSP00000211998 9606.ENSP00000304669 0 0 0 85 974 900 294 998
9606.ENSP00000211998 9606.ENSP00000316029 0 0 0 144 974 900 855 999
9606.ENSP00000211998 9606.ENSP00000267257 0 0 0 97 927 900 979 999
9606.ENSP00000211998 9606.ENSP00000377941 0 0 0 273 974 900 770 999
9606.ENSP00000211998 9606.ENSP00000252699 0 0 0 114 960 900 734 998
9606.ENSP00000215071 9606.ENSP00000310572 0 0 0 692 994 900 746 999
9606.ENSP00000215071 9606.ENSP00000216455 0 0 0 887 993 900 536 999
9606.ENSP00000215071 9606.ENSP00000391211 0 0 0 725 991 900 775 999
9606.ENSP00000215071 9606.ENSP00000362334 0 0 0 867 991 900 600 999
9606.ENSP00000215071 9606.ENSP00000309474 0 0 0 766 993 900 796 999
9606.ENSP00000215071 9606.ENSP00000217958 0 0 0 145 990 900 595 999
9606.ENSP00000215071 9606.ENSP00000261712 0 0 0 830 994 900 896 999
9606.ENSP00000215071 9606.ENSP00000483688 0 0 0 883 992 900 666 999
9606.ENSP00000215071 9606.ENSP00000357879 0 0 0 894 994 900 874 999
9606.ENSP00000215071 9606.ENSP00000290541 0 0 0 906 990 900 654 999
9606.ENSP00000215071 9606.ENSP00000270586 0 0 0 878 992 900 503 999
9606.ENSP00000215071 9606.ENSP00000481029 0 0 0 953 993 900 724 999
9606.ENSP00000215071 9606.ENSP00000264639 0 0 0 870 993 900 948 999
9606.ENSP00000215071 9606.ENSP00000348442 0 0 0 723 993 900 913 999
9606.ENSP00000215071 9606.ENSP00000296509 0 0 0 61 993 900 125 999
9606.ENSP00000215071 9606.ENSP00000396937 0 0 0 533 969 900 896 999
9606.ENSP00000215071 9606.ENSP00000261479 0 0 0 804 994 900 562 999
9606.ENSP00000215071 9606.ENSP00000271308 0 0 0 938 992 900 648 999
9606.ENSP00000215071 9606.ENSP00000262193 0 0 0 883 989 900 642 999
9606.ENSP00000215071 9606.ENSP00000219313 0 0 0 896 993 900 892 999
9606.ENSP00000215071 9606.ENSP00000157812 0 0 0 880 994 900 917 999
9606.ENSP00000215071 9606.ENSP00000261601 0 0 0 739 974 900 696 999
9606.ENSP00000215071 9606.ENSP00000426654 0 0 0 63 993 900 506 999
9606.ENSP00000215071 9606.ENSP00000418695 0 0 0 722 970 900 894 999
9606.ENSP00000215071 9606.ENSP00000386541 0 0 0 768 994 900 895 999
9606.ENSP00000215071 9606.ENSP00000414359 0 0 0 793 992 900 597 999
9606.ENSP00000215071 9606.ENSP00000364016 0 0 0 653 960 900 497 999
9606.ENSP00000215071 9606.ENSP00000359910 0 0 0 747 988 900 526 999
9606.ENSP00000215071 9606.ENSP00000259457 0 0 0 608 989 900 648 999
9606.ENSP00000215071 9606.ENSP00000044462 0 0 0 892 994 900 639 999
9606.ENSP00000215071 9606.ENSP00000261303 0 0 0 859 994 900 772 999
9606.ENSP00000215071 9606.ENSP00000478877 0 0 0 580 961 900 871 999
9606.ENSP00000215071 9606.ENSP00000401802 0 0 0 872 994 900 662 999
9606.ENSP00000215071 9606.ENSP00000311121 0 0 0 580 944 900 423 998
9606.ENSP00000215071 9606.ENSP00000310129 0 0 0 784 994 900 782 999
9606.ENSP00000215071 9606.ENSP00000355325 0 0 0 713 992 900 629 999
9606.ENSP00000215071 9606.ENSP00000223321 0 0 0 897 994 900 615 999
9606.ENSP00000215375 9606.ENSP00000358737 0 0 0 956 998 900 781 999
9606.ENSP00000215375 9606.ENSP00000300688 0 0 0 854 945 900 624 999
9606.ENSP00000215375 9606.ENSP00000292475 0 0 0 912 965 900 623 999
9606.ENSP00000215375 9606.ENSP00000243997 0 0 0 852 955 900 948 999
9606.ENSP00000215375 9606.ENSP00000290299 219 0 0 891 962 900 801 999
9606.ENSP00000215375 9606.ENSP00000262030 120 0 0 908 969 900 903 999
9606.ENSP00000215375 9606.ENSP00000349142 295 0 0 930 972 900 905 999
9606.ENSP00000215375 9606.ENSP00000389649 0 0 0 861 963 900 367 999
9606.ENSP00000215375 9606.ENSP00000381736 295 0 0 773 969 900 923 999
9606.ENSP00000215375 9606.ENSP00000306003 0 0 0 918 963 900 600 999
9606.ENSP00000215375 9606.ENSP00000301587 0 0 0 947 968 900 788 999
9606.ENSP00000215565 9606.ENSP00000362060 0 0 0 944 982 900 562 999
9606.ENSP00000215565 9606.ENSP00000356972 0 0 0 703 931 900 668 999
9606.ENSP00000215565 9606.ENSP00000263774 0 0 0 918 965 900 772 999
9606.ENSP00000215565 9606.ENSP00000327268 0 0 0 936 931 900 477 999
9606.ENSP00000215565 9606.ENSP00000276689 0 0 0 973 952 900 469 999
9606.ENSP00000215565 9606.ENSP00000296684 0 0 0 967 931 900 650 999
9606.ENSP00000215565 9606.ENSP00000266544 0 0 0 776 954 900 324 999
9606.ENSP00000215565 9606.ENSP00000252102 0 0 0 948 998 900 718 999
9606.ENSP00000215565 9606.ENSP00000259037 0 0 0 873 984 900 777 999
9606.ENSP00000215565 9606.ENSP00000268668 0 0 0 944 916 900 620 999
9606.ENSP00000215565 9606.ENSP00000274137 0 0 0 945 950 900 701 999
9606.ENSP00000215565 9606.ENSP00000301457 0 0 0 928 931 900 628 999
9606.ENSP00000215565 9606.ENSP00000252711 0 0 0 666 974 900 498 999
9606.ENSP00000215565 9606.ENSP00000233627 0 0 0 949 964 900 552 999
9606.ENSP00000215565 9606.ENSP00000330737 0 0 0 876 943 900 477 999
9606.ENSP00000215565 9606.ENSP00000362873 0 0 0 966 985 900 511 999
9606.ENSP00000215565 9606.ENSP00000369176 0 0 0 911 931 900 626 999
9606.ENSP00000215565 9606.ENSP00000392709 0 0 0 365 931 900 698 998
9606.ENSP00000215565 9606.ENSP00000276062 0 0 0 943 901 900 427 999
9606.ENSP00000215565 9606.ENSP00000418842 0 0 0 942 998 900 491 999
9606.ENSP00000215565 9606.ENSP00000458770 0 0 0 847 960 900 521 999
9606.ENSP00000215565 9606.ENSP00000367939 0 0 0 947 961 0 557 999
9606.ENSP00000215570 9606.ENSP00000438455 0 0 0 716 967 900 666 999
9606.ENSP00000215570 9606.ENSP00000361993 0 0 0 714 977 900 236 999
9606.ENSP00000215570 9606.ENSP00000257245 0 0 0 889 976 720 919 999
9606.ENSP00000215574 9606.ENSP00000441543 0 0 0 63 966 900 521 998
9606.ENSP00000215574 9606.ENSP00000304697 0 0 0 63 962 900 150 996
9606.ENSP00000215730 9606.ENSP00000263864 0 0 0 62 970 900 917 999
9606.ENSP00000215730 9606.ENSP00000259400 0 0 0 52 973 900 936 999
9606.ENSP00000215793 9606.ENSP00000362110 0 0 0 748 972 900 993 999
9606.ENSP00000215793 9606.ENSP00000296702 0 0 0 472 935 0 242 971
9606.ENSP00000215793 9606.ENSP00000227524 0 0 0 261 960 900 515 998
9606.ENSP00000215793 9606.ENSP00000271628 0 0 0 161 947 900 720 998
9606.ENSP00000215793 9606.ENSP00000363313 0 0 0 121 948 900 398 996
9606.ENSP00000215793 9606.ENSP00000335321 0 0 0 759 916 900 828 999
9606.ENSP00000215793 9606.ENSP00000342374 0 0 0 249 927 900 325 995
9606.ENSP00000215793 9606.ENSP00000266079 0 0 0 218 961 900 446 998
9606.ENSP00000215793 9606.ENSP00000360532 0 0 0 677 995 900 674 999
9606.ENSP00000215793 9606.ENSP00000254193 0 0 0 289 971 900 584 999
9606.ENSP00000215793 9606.ENSP00000221494 0 0 0 188 985 900 952 999
9606.ENSP00000215793 9606.ENSP00000310448 0 0 0 215 959 900 411 997
9606.ENSP00000215829 9606.ENSP00000356541 0 0 0 618 960 900 262 998
9606.ENSP00000215829 9606.ENSP00000249299 0 0 0 875 960 900 799 999
9606.ENSP00000215829 9606.ENSP00000243563 0 0 0 521 947 900 576 998
9606.ENSP00000215829 9606.ENSP00000315379 0 0 0 100 986 900 321 999
9606.ENSP00000215829 9606.ENSP00000460348 0 0 0 344 990 900 697 999
9606.ENSP00000215829 9606.ENSP00000227524 0 0 0 731 960 900 284 999
9606.ENSP00000215829 9606.ENSP00000297151 0 0 0 63 923 900 422 995
9606.ENSP00000215829 9606.ENSP00000305790 0 0 0 514 973 900 311 998
9606.ENSP00000215829 9606.ENSP00000199814 0 0 0 77 960 900 421 997
9606.ENSP00000215829 9606.ENSP00000269601 0 0 0 331 960 900 68 997
9606.ENSP00000215829 9606.ENSP00000387006 0 0 0 104 923 900 247 994
9606.ENSP00000215829 9606.ENSP00000410758 0 0 0 320 960 900 655 998
9606.ENSP00000215829 9606.ENSP00000262415 0 0 0 75 945 900 333 996
9606.ENSP00000215829 9606.ENSP00000440222 0 0 0 64 963 540 268 986
9606.ENSP00000215829 9606.ENSP00000362803 0 0 0 244 960 900 125 997
9606.ENSP00000215829 9606.ENSP00000236273 0 0 0 84 920 900 350 994
9606.ENSP00000215829 9606.ENSP00000335321 0 0 0 235 989 900 289 999
9606.ENSP00000215829 9606.ENSP00000267812 0 0 0 282 960 0 121 972
9606.ENSP00000215829 9606.ENSP00000382972 0 0 0 370 908 900 741 998
9606.ENSP00000215829 9606.ENSP00000342374 0 0 0 977 994 900 935 999
9606.ENSP00000215829 9606.ENSP00000400591 0 0 0 990 993 900 902 999
9606.ENSP00000215829 9606.ENSP00000216252 0 0 0 895 960 900 441 999
9606.ENSP00000215829 9606.ENSP00000324122 0 0 0 63 963 900 311 997
9606.ENSP00000215829 9606.ENSP00000274712 0 0 0 284 960 540 50 985
9606.ENSP00000215829 9606.ENSP00000266079 0 0 0 279 990 900 203 999
9606.ENSP00000215829 9606.ENSP00000469468 0 0 0 565 960 900 205 998
9606.ENSP00000215829 9606.ENSP00000360532 0 0 0 107 998 900 421 999
9606.ENSP00000215829 9606.ENSP00000412566 0 0 0 555 992 900 857 999
9606.ENSP00000215829 9606.ENSP00000475615 0 0 0 222 960 900 216 997
9606.ENSP00000215829 9606.ENSP00000306614 0 0 0 460 960 900 48 997
9606.ENSP00000215829 9606.ENSP00000358554 0 0 0 303 960 900 287 997
9606.ENSP00000215829 9606.ENSP00000392094 0 0 0 558 991 900 619 999
9606.ENSP00000215829 9606.ENSP00000357928 0 0 0 130 958 900 717 998
9606.ENSP00000215829 9606.ENSP00000269349 0 0 0 560 961 900 184 998
9606.ENSP00000215829 9606.ENSP00000424417 0 0 0 169 954 900 355 997
9606.ENSP00000215829 9606.ENSP00000422392 0 0 0 536 992 900 775 999
9606.ENSP00000215829 9606.ENSP00000383949 0 0 0 637 960 900 254 998
9606.ENSP00000215829 9606.ENSP00000254193 0 0 0 276 986 900 786 999
9606.ENSP00000215829 9606.ENSP00000317123 0 0 0 388 991 900 365 999
9606.ENSP00000215829 9606.ENSP00000156471 0 0 0 71 943 900 350 996
9606.ENSP00000215829 9606.ENSP00000272348 0 0 0 986 993 900 901 999
9606.ENSP00000215829 9606.ENSP00000221494 0 0 0 198 980 900 376 998
9606.ENSP00000215829 9606.ENSP00000302160 0 0 0 688 989 900 761 999
9606.ENSP00000215829 9606.ENSP00000310723 0 0 0 201 960 900 534 998
9606.ENSP00000215829 9606.ENSP00000463058 0 0 0 739 960 900 98 998
9606.ENSP00000215829 9606.ENSP00000310448 0 0 0 86 991 900 159 999
9606.ENSP00000215829 9606.ENSP00000266735 0 0 0 983 993 900 901 999
9606.ENSP00000215829 9606.ENSP00000300413 0 0 0 965 994 900 240 999
9606.ENSP00000215829 9606.ENSP00000472998 0 0 0 750 991 900 805 999
9606.ENSP00000215829 9606.ENSP00000351137 0 0 0 92 956 900 438 997
9606.ENSP00000215829 9606.ENSP00000263694 0 0 0 392 960 900 157 997
9606.ENSP00000215829 9606.ENSP00000252622 0 0 0 511 994 900 759 999
9606.ENSP00000215829 9606.ENSP00000244520 0 0 0 868 960 900 842 999
9606.ENSP00000215829 9606.ENSP00000293872 0 0 0 64 954 540 537 989
9606.ENSP00000215829 9606.ENSP00000366557 0 0 0 89 957 900 113 996
9606.ENSP00000215829 9606.ENSP00000257181 0 0 0 135 960 900 571 998
9606.ENSP00000215829 9606.ENSP00000246071 0 0 0 871 947 900 306 999
9606.ENSP00000215829 9606.ENSP00000380336 0 0 0 471 960 540 136 990
9606.ENSP00000215829 9606.ENSP00000261531 0 0 0 140 960 900 410 997
9606.ENSP00000215829 9606.ENSP00000386023 0 0 0 158 960 900 106 996
9606.ENSP00000215829 9606.ENSP00000364813 0 0 0 331 975 900 779 999
9606.ENSP00000215829 9606.ENSP00000301740 0 0 0 78 916 900 197 992
9606.ENSP00000215832 9606.ENSP00000435412 0 0 0 62 986 900 310 999
9606.ENSP00000215832 9606.ENSP00000357055 0 0 0 84 964 900 682 998
9606.ENSP00000216038 9606.ENSP00000380734 0 0 0 96 945 900 795 998
9606.ENSP00000216038 9606.ENSP00000261700 0 0 0 629 945 900 802 999
9606.ENSP00000216038 9606.ENSP00000360532 0 0 0 78 980 0 90 981
9606.ENSP00000216038 9606.ENSP00000258457 0 0 0 61 945 900 319 996
9606.ENSP00000216106 9606.ENSP00000307208 0 0 0 50 942 900 382 996
9606.ENSP00000216106 9606.ENSP00000268712 0 0 0 0 945 0 0 945
9606.ENSP00000216122 9606.ENSP00000264156 0 0 82 999 998 900 261 999
9606.ENSP00000216122 9606.ENSP00000297431 0 0 0 746 964 900 834 999
9606.ENSP00000216122 9606.ENSP00000234296 0 0 0 868 976 900 793 999
9606.ENSP00000216122 9606.ENSP00000353098 0 0 0 881 998 0 743 999
9606.ENSP00000216122 9606.ENSP00000393139 0 0 0 558 995 900 857 999
9606.ENSP00000216122 9606.ENSP00000307288 0 0 0 999 977 900 254 999
9606.ENSP00000216122 9606.ENSP00000219097 0 0 0 675 948 900 594 999
9606.ENSP00000216122 9606.ENSP00000360623 52 0 0 881 970 900 755 999
9606.ENSP00000216122 9606.ENSP00000265056 0 0 0 999 998 900 250 999
9606.ENSP00000216122 9606.ENSP00000257789 0 0 0 722 963 900 813 999
9606.ENSP00000216122 9606.ENSP00000480987 0 0 97 997 985 900 274 999
9606.ENSP00000216122 9606.ENSP00000262105 0 0 0 999 970 900 234 999
9606.ENSP00000216129 9606.ENSP00000362456 0 0 0 0 917 0 0 917
9606.ENSP00000216133 9606.ENSP00000356480 0 0 0 55 992 900 715 999
9606.ENSP00000216160 9606.ENSP00000358335 0 0 0 64 957 900 894 999
9606.ENSP00000216181 9606.ENSP00000360532 0 0 0 0 980 0 75 980
9606.ENSP00000216190 9606.ENSP00000253108 0 0 0 942 943 900 873 999
9606.ENSP00000216190 9606.ENSP00000370258 0 0 0 787 916 540 516 995
9606.ENSP00000216190 9606.ENSP00000354125 0 0 0 908 945 900 962 999
9606.ENSP00000216190 9606.ENSP00000429931 0 0 0 894 943 900 860 999
9606.ENSP00000216190 9606.ENSP00000362688 0 0 0 939 956 900 902 999
9606.ENSP00000216190 9606.ENSP00000220849 0 0 0 899 984 900 905 999
9606.ENSP00000216190 9606.ENSP00000436049 0 0 0 888 943 900 882 999
9606.ENSP00000216190 9606.ENSP00000248342 0 0 0 797 943 900 832 999
9606.ENSP00000216190 9606.ENSP00000485663 0 0 0 946 956 900 856 999
9606.ENSP00000216225 9606.ENSP00000442318 0 0 0 88 973 900 869 999
9606.ENSP00000216225 9606.ENSP00000384109 0 0 0 98 972 900 830 999
9606.ENSP00000216225 9606.ENSP00000301764 0 0 0 88 941 900 893 999
9606.ENSP00000216225 9606.ENSP00000274255 0 0 0 61 964 900 810 999
9606.ENSP00000216225 9606.ENSP00000376808 0 0 0 68 974 900 907 999
9606.ENSP00000216225 9606.ENSP00000292782 0 0 0 99 972 900 722 999
9606.ENSP00000216225 9606.ENSP00000326804 0 0 0 67 974 900 957 999
9606.ENSP00000216225 9606.ENSP00000250495 0 0 0 278 968 900 916 999
9606.ENSP00000216225 9606.ENSP00000253023 0 0 0 91 981 900 880 999
9606.ENSP00000216225 9606.ENSP00000364589 0 0 0 93 962 900 878 999
9606.ENSP00000216225 9606.ENSP00000231487 0 0 0 229 973 900 946 999
9606.ENSP00000216252 9606.ENSP00000356541 0 0 0 532 992 900 869 999
9606.ENSP00000216252 9606.ENSP00000249299 0 0 0 762 960 900 0 998
9606.ENSP00000216252 9606.ENSP00000315379 0 0 0 101 960 900 45 996
9606.ENSP00000216252 9606.ENSP00000460348 0 0 0 195 960 900 49 996
9606.ENSP00000216252 9606.ENSP00000271628 0 0 0 159 991 900 844 999
9606.ENSP00000216252 9606.ENSP00000305790 0 0 0 197 992 900 859 999
9606.ENSP00000216252 9606.ENSP00000269601 0 0 0 284 960 900 91 997
9606.ENSP00000216252 9606.ENSP00000318861 0 0 0 121 959 900 839 999
9606.ENSP00000216252 9606.ENSP00000410758 0 0 0 767 960 900 154 999
9606.ENSP00000216252 9606.ENSP00000335321 0 0 0 271 998 900 868 999
9606.ENSP00000216252 9606.ENSP00000267812 0 0 0 288 960 0 83 971
9606.ENSP00000216252 9606.ENSP00000342374 0 0 0 665 960 900 434 999
9606.ENSP00000216252 9606.ENSP00000400591 0 0 0 920 960 900 420 999
9606.ENSP00000216252 9606.ENSP00000324122 0 0 0 87 991 900 214 999
9606.ENSP00000216252 9606.ENSP00000274712 0 0 0 174 960 0 111 968
9606.ENSP00000216252 9606.ENSP00000266079 0 0 0 128 944 900 179 995
9606.ENSP00000216252 9606.ENSP00000469468 0 0 0 255 960 900 0 996
9606.ENSP00000216252 9606.ENSP00000215829 0 0 0 895 960 900 441 999
9606.ENSP00000216252 9606.ENSP00000412566 0 0 0 339 960 900 254 997
9606.ENSP00000216252 9606.ENSP00000306614 0 0 0 248 960 900 0 996
9606.ENSP00000216252 9606.ENSP00000392094 0 0 0 323 960 900 181 997
9606.ENSP00000216252 9606.ENSP00000422392 0 0 0 515 960 900 441 998
9606.ENSP00000216252 9606.ENSP00000383949 0 0 0 474 960 900 357 998
9606.ENSP00000216252 9606.ENSP00000254193 0 0 0 309 991 900 556 999
9606.ENSP00000216252 9606.ENSP00000317123 0 0 0 185 953 900 509 997
9606.ENSP00000216252 9606.ENSP00000272348 0 0 0 915 960 900 0 999
9606.ENSP00000216252 9606.ENSP00000221494 0 0 0 189 998 900 635 999
9606.ENSP00000216252 9606.ENSP00000302160 0 0 0 397 960 900 433 998
9606.ENSP00000216252 9606.ENSP00000310448 0 0 0 84 956 900 83 995
9606.ENSP00000216252 9606.ENSP00000266735 0 0 0 919 960 900 0 999
9606.ENSP00000216252 9606.ENSP00000300413 0 0 0 876 960 900 98 999
9606.ENSP00000216252 9606.ENSP00000263694 0 0 0 344 944 900 0 996
9606.ENSP00000216252 9606.ENSP00000252622 0 0 0 192 960 900 424 997
9606.ENSP00000216252 9606.ENSP00000257181 0 0 0 196 960 900 186 997
9606.ENSP00000216252 9606.ENSP00000246071 0 0 0 607 989 900 79 999
9606.ENSP00000216252 9606.ENSP00000380336 0 0 0 234 960 540 0 984
9606.ENSP00000216252 9606.ENSP00000364813 0 0 0 385 960 900 105 997
9606.ENSP00000216267 9606.ENSP00000259021 0 0 0 96 979 0 782 995
9606.ENSP00000216274 9606.ENSP00000259808 0 0 0 71 920 900 352 994
9606.ENSP00000216277 9606.ENSP00000298875 0 0 0 258 948 900 640 998
9606.ENSP00000216277 9606.ENSP00000315791 0 0 0 202 943 900 848 999
9606.ENSP00000216294 9606.ENSP00000370200 0 0 0 61 980 900 966 999
9606.ENSP00000216297 9606.ENSP00000374280 0 0 0 286 955 900 725 999
9606.ENSP00000216297 9606.ENSP00000278412 0 0 0 861 969 900 947 999
9606.ENSP00000216297 9606.ENSP00000355013 0 0 0 210 950 900 755 998
9606.ENSP00000216297 9606.ENSP00000221265 0 0 0 81 949 900 293 996
9606.ENSP00000216297 9606.ENSP00000365042 0 0 0 105 937 900 257 995
9606.ENSP00000216297 9606.ENSP00000299601 0 0 0 165 949 900 777 998
